"user_id","activity","value"
709,"nb_call_seconds",13583
1147,"nb_call_seconds",8688
1465,"nb_call_seconds",15000
2471,"nb_call_seconds",11950
209,"nb_call_seconds",13693
1247,"nb_call_seconds",8708
2447,"nb_call_seconds",8978
2509,"nb_call_seconds",13898
2647,"nb_call_seconds",8638
109,"nb_call_seconds",13713
1109,"nb_call_seconds",13528
1365,"nb_call_seconds",14920
1565,"nb_call_seconds",14580
1747,"nb_call_seconds",8817
2671,"nb_call_seconds",11885
2921,"nb_call_seconds",11770
3047,"nb_call_seconds",8527
647,"nb_call_seconds",8818
797,"nb_call_seconds",8932
871,"nb_call_seconds",12175
1097,"nb_call_seconds",8628
1209,"nb_call_seconds",13548
1965,"nb_call_seconds",14470
2047,"nb_call_seconds",8627
2097,"nb_call_seconds",8627
2409,"nb_call_seconds",13818
2609,"nb_call_seconds",13478
271,"nb_call_seconds",11725
471,"nb_call_seconds",12065
1709,"nb_call_seconds",13658
1797,"nb_call_seconds",8437
3009,"nb_call_seconds",13368
447,"nb_call_seconds",8753
609,"nb_call_seconds",13658
759,"nb_call_seconds",13773
1059,"nb_call_seconds",13468
1297,"nb_call_seconds",8548
2009,"nb_call_seconds",13468
2059,"nb_call_seconds",13468
2171,"nb_call_seconds",11830
371,"nb_call_seconds",11645
1197,"nb_call_seconds",8568
1759,"nb_call_seconds",13278
2271,"nb_call_seconds",11850
347,"nb_call_seconds",8673
409,"nb_call_seconds",13593
547,"nb_call_seconds",8333
1259,"nb_call_seconds",13388
2771,"nb_call_seconds",11960
571,"nb_call_seconds",11580
821,"nb_call_seconds",11465
947,"nb_call_seconds",8222
1159,"nb_call_seconds",13408
2121,"nb_call_seconds",11770
3071,"nb_call_seconds",11770
3121,"nb_call_seconds",11770
309,"nb_call_seconds",13513
509,"nb_call_seconds",13173
1697,"nb_call_seconds",8513
1847,"nb_call_seconds",8627
1921,"nb_call_seconds",11870
2821,"nb_call_seconds",11580
909,"nb_call_seconds",13063
1321,"nb_call_seconds",11420
1521,"nb_call_seconds",11760
2321,"nb_call_seconds",11690
2996,"nb_call_seconds",7407
71,"nb_call_seconds",11525
1497,"nb_call_seconds",8448
1659,"nb_call_seconds",13353
1809,"nb_call_seconds",13468
2221,"nb_call_seconds",11710
2396,"nb_call_seconds",6958
2596,"nb_call_seconds",7298
171,"nb_call_seconds",11545
1421,"nb_call_seconds",11340
671,"nb_call_seconds",11655
1397,"nb_call_seconds",8368
1459,"nb_call_seconds",13288
1597,"nb_call_seconds",8028
2496,"nb_call_seconds",6878
21,"nb_call_seconds",11465
971,"nb_call_seconds",11465
1021,"nb_call_seconds",11465
1621,"nb_call_seconds",11275
1871,"nb_call_seconds",11160
1997,"nb_call_seconds",7917
2721,"nb_call_seconds",11655
2871,"nb_call_seconds",11770
721,"nb_call_seconds",11275
1359,"nb_call_seconds",13208
1559,"nb_call_seconds",12868
2696,"nb_call_seconds",6813
2946,"nb_call_seconds",6697
221,"nb_call_seconds",11385
896,"nb_call_seconds",7102
1959,"nb_call_seconds",12758
2521,"nb_call_seconds",11590
121,"nb_call_seconds",11405
296,"nb_call_seconds",6653
496,"nb_call_seconds",6993
1121,"nb_call_seconds",11220
1221,"nb_call_seconds",11240
2196,"nb_call_seconds",6758
2421,"nb_call_seconds",11510
2621,"nb_call_seconds",11170
396,"nb_call_seconds",6573
1721,"nb_call_seconds",11350
2296,"nb_call_seconds",6778
3021,"nb_call_seconds",11060
621,"nb_call_seconds",11350
771,"nb_call_seconds",11465
1071,"nb_call_seconds",11160
2021,"nb_call_seconds",11160
2071,"nb_call_seconds",11160
2796,"nb_call_seconds",6887
596,"nb_call_seconds",6508
846,"nb_call_seconds",6392
1771,"nb_call_seconds",10970
2146,"nb_call_seconds",6698
3096,"nb_call_seconds",6697
3146,"nb_call_seconds",6697
421,"nb_call_seconds",11285
1271,"nb_call_seconds",11080
1946,"nb_call_seconds",6797
2846,"nb_call_seconds",6507
1171,"nb_call_seconds",11100
1346,"nb_call_seconds",6348
1546,"nb_call_seconds",6688
2346,"nb_call_seconds",6618
96,"nb_call_seconds",6453
321,"nb_call_seconds",11205
521,"nb_call_seconds",10865
2246,"nb_call_seconds",6638
2970,"nb_call_seconds",8523
196,"nb_call_seconds",6473
921,"nb_call_seconds",10755
1446,"nb_call_seconds",6268
2370,"nb_call_seconds",8073
2570,"nb_call_seconds",8413
696,"nb_call_seconds",6582
1671,"nb_call_seconds",11045
1821,"nb_call_seconds",11160
46,"nb_call_seconds",6393
996,"nb_call_seconds",6392
1046,"nb_call_seconds",6392
1646,"nb_call_seconds",6203
1896,"nb_call_seconds",6087
2470,"nb_call_seconds",7993
2746,"nb_call_seconds",6583
2896,"nb_call_seconds",6697
746,"nb_call_seconds",6202
1471,"nb_call_seconds",10980
246,"nb_call_seconds",6313
2546,"nb_call_seconds",6518
2670,"nb_call_seconds",7928
2920,"nb_call_seconds",7813
146,"nb_call_seconds",6333
870,"nb_call_seconds",8218
1146,"nb_call_seconds",6148
1371,"nb_call_seconds",10900
1571,"nb_call_seconds",10560
2958,"nb_call_seconds",10130
270,"nb_call_seconds",7768
470,"nb_call_seconds",8108
1246,"nb_call_seconds",6168
1971,"nb_call_seconds",10450
2358,"nb_call_seconds",9680
2446,"nb_call_seconds",6438
2558,"nb_call_seconds",10020
2646,"nb_call_seconds",6098
1746,"nb_call_seconds",6277
2170,"nb_call_seconds",7873
3046,"nb_call_seconds",5987
370,"nb_call_seconds",7688
646,"nb_call_seconds",6278
796,"nb_call_seconds",6392
1096,"nb_call_seconds",6088
2046,"nb_call_seconds",6087
2096,"nb_call_seconds",6087
2270,"nb_call_seconds",7893
2458,"nb_call_seconds",9600
1796,"nb_call_seconds",5897
2770,"nb_call_seconds",8003
446,"nb_call_seconds",6213
570,"nb_call_seconds",7623
820,"nb_call_seconds",7508
1296,"nb_call_seconds",6008
2120,"nb_call_seconds",7813
2658,"nb_call_seconds",9535
2908,"nb_call_seconds",9420
2985,"nb_call_seconds",7980
3070,"nb_call_seconds",7813
3120,"nb_call_seconds",7813
858,"nb_call_seconds",9825
1196,"nb_call_seconds",6028
1920,"nb_call_seconds",7913
2385,"nb_call_seconds",7530
2585,"nb_call_seconds",7870
2820,"nb_call_seconds",7623
258,"nb_call_seconds",9375
346,"nb_call_seconds",6133
458,"nb_call_seconds",9715
546,"nb_call_seconds",5793
1320,"nb_call_seconds",7463
1520,"nb_call_seconds",7803
2320,"nb_call_seconds",7733
70,"nb_call_seconds",7568
946,"nb_call_seconds",5682
2158,"nb_call_seconds",9480
2220,"nb_call_seconds",7753
2485,"nb_call_seconds",7450
170,"nb_call_seconds",7588
358,"nb_call_seconds",9295
1420,"nb_call_seconds",7383
1696,"nb_call_seconds",5973
1846,"nb_call_seconds",6087
2258,"nb_call_seconds",9500
670,"nb_call_seconds",7698
2685,"nb_call_seconds",7385
2758,"nb_call_seconds",9610
2935,"nb_call_seconds",7270
20,"nb_call_seconds",7508
558,"nb_call_seconds",9230
808,"nb_call_seconds",9115
885,"nb_call_seconds",7675
970,"nb_call_seconds",7508
1020,"nb_call_seconds",7508
1496,"nb_call_seconds",5908
1620,"nb_call_seconds",7318
1870,"nb_call_seconds",7203
2108,"nb_call_seconds",9420
2720,"nb_call_seconds",7698
2870,"nb_call_seconds",7813
3058,"nb_call_seconds",9420
3108,"nb_call_seconds",9420
285,"nb_call_seconds",7225
485,"nb_call_seconds",7565
720,"nb_call_seconds",7318
1908,"nb_call_seconds",9520
2808,"nb_call_seconds",9230
220,"nb_call_seconds",7428
1308,"nb_call_seconds",9070
1396,"nb_call_seconds",5828
1508,"nb_call_seconds",9410
1596,"nb_call_seconds",5488
2185,"nb_call_seconds",7330
2308,"nb_call_seconds",9340
2520,"nb_call_seconds",7633
58,"nb_call_seconds",9175
120,"nb_call_seconds",7448
385,"nb_call_seconds",7145
1120,"nb_call_seconds",7263
1996,"nb_call_seconds",5377
2208,"nb_call_seconds",9360
2285,"nb_call_seconds",7350
158,"nb_call_seconds",9195
1220,"nb_call_seconds",7283
1408,"nb_call_seconds",8990
2420,"nb_call_seconds",7553
2620,"nb_call_seconds",7213
2785,"nb_call_seconds",7460
585,"nb_call_seconds",7080
658,"nb_call_seconds",9305
835,"nb_call_seconds",6965
1720,"nb_call_seconds",7393
2135,"nb_call_seconds",7270
3020,"nb_call_seconds",7103
3085,"nb_call_seconds",7270
3135,"nb_call_seconds",7270
8,"nb_call_seconds",9115
620,"nb_call_seconds",7393
770,"nb_call_seconds",7508
958,"nb_call_seconds",9115
1008,"nb_call_seconds",9115
1070,"nb_call_seconds",7203
1608,"nb_call_seconds",8925
1858,"nb_call_seconds",8810
1935,"nb_call_seconds",7370
2020,"nb_call_seconds",7203
2070,"nb_call_seconds",7203
2708,"nb_call_seconds",9305
2835,"nb_call_seconds",7080
2858,"nb_call_seconds",9420
708,"nb_call_seconds",8925
1335,"nb_call_seconds",6920
1535,"nb_call_seconds",7260
1770,"nb_call_seconds",7013
2335,"nb_call_seconds",7190
85,"nb_call_seconds",7025
208,"nb_call_seconds",9035
420,"nb_call_seconds",7328
1270,"nb_call_seconds",7123
2235,"nb_call_seconds",7210
2508,"nb_call_seconds",9240
108,"nb_call_seconds",9055
185,"nb_call_seconds",7045
1108,"nb_call_seconds",8870
1170,"nb_call_seconds",7143
1435,"nb_call_seconds",6840
320,"nb_call_seconds",7248
520,"nb_call_seconds",6908
685,"nb_call_seconds",7155
1208,"nb_call_seconds",8890
2408,"nb_call_seconds",9160
2608,"nb_call_seconds",8820
35,"nb_call_seconds",6965
920,"nb_call_seconds",6798
985,"nb_call_seconds",6965
1035,"nb_call_seconds",6965
1635,"nb_call_seconds",6775
1708,"nb_call_seconds",9000
1885,"nb_call_seconds",6660
2735,"nb_call_seconds",7155
2885,"nb_call_seconds",7270
3008,"nb_call_seconds",8710
608,"nb_call_seconds",9000
735,"nb_call_seconds",6775
758,"nb_call_seconds",9115
1058,"nb_call_seconds",8810
1670,"nb_call_seconds",7088
1820,"nb_call_seconds",7203
2008,"nb_call_seconds",8810
2058,"nb_call_seconds",8810
2975,"nb_call_seconds",6833
235,"nb_call_seconds",6885
1758,"nb_call_seconds",8620
2375,"nb_call_seconds",6383
2535,"nb_call_seconds",7090
2575,"nb_call_seconds",6723
2981,"nb_call_seconds",7800
135,"nb_call_seconds",6905
408,"nb_call_seconds",8935
1135,"nb_call_seconds",6720
1258,"nb_call_seconds",8730
1470,"nb_call_seconds",7023
2381,"nb_call_seconds",7350
2581,"nb_call_seconds",7690
1158,"nb_call_seconds",8750
1235,"nb_call_seconds",6740
2435,"nb_call_seconds",7010
2475,"nb_call_seconds",6303
2635,"nb_call_seconds",6670
2961,"nb_call_seconds",6933
308,"nb_call_seconds",8855
508,"nb_call_seconds",8515
1370,"nb_call_seconds",6943
1570,"nb_call_seconds",6603
1735,"nb_call_seconds",6850
2361,"nb_call_seconds",6483
2481,"nb_call_seconds",7270
2561,"nb_call_seconds",6823
3035,"nb_call_seconds",6560
635,"nb_call_seconds",6850
785,"nb_call_seconds",6965
908,"nb_call_seconds",8405
1085,"nb_call_seconds",6660
1970,"nb_call_seconds",6493
2035,"nb_call_seconds",6660
2085,"nb_call_seconds",6660
2675,"nb_call_seconds",6238
2925,"nb_call_seconds",6123
2974,"nb_call_seconds",11450
875,"nb_call_seconds",6528
1658,"nb_call_seconds",8695
1785,"nb_call_seconds",6470
1808,"nb_call_seconds",8810
2374,"nb_call_seconds",11000
2461,"nb_call_seconds",6403
2574,"nb_call_seconds",11340
2681,"nb_call_seconds",7205
2931,"nb_call_seconds",7090
275,"nb_call_seconds",6078
435,"nb_call_seconds",6785
475,"nb_call_seconds",6418
881,"nb_call_seconds",7495
1285,"nb_call_seconds",6580
281,"nb_call_seconds",7045
481,"nb_call_seconds",7385
1185,"nb_call_seconds",6600
1458,"nb_call_seconds",8630
2175,"nb_call_seconds",6183
2474,"nb_call_seconds",10920
2661,"nb_call_seconds",6338
2911,"nb_call_seconds",6223
335,"nb_call_seconds",6705
375,"nb_call_seconds",5998
535,"nb_call_seconds",6365
861,"nb_call_seconds",6628
2181,"nb_call_seconds",7150
2275,"nb_call_seconds",6203
261,"nb_call_seconds",6178
381,"nb_call_seconds",6965
461,"nb_call_seconds",6518
935,"nb_call_seconds",6255
1358,"nb_call_seconds",8550
1558,"nb_call_seconds",8210
2281,"nb_call_seconds",7170
2674,"nb_call_seconds",10855
2775,"nb_call_seconds",6313
2924,"nb_call_seconds",10740
575,"nb_call_seconds",5933
825,"nb_call_seconds",5818
874,"nb_call_seconds",11145
1685,"nb_call_seconds",6545
1835,"nb_call_seconds",6660
1958,"nb_call_seconds",8100
2125,"nb_call_seconds",6123
2161,"nb_call_seconds",6283
2781,"nb_call_seconds",7280
3075,"nb_call_seconds",6123
3125,"nb_call_seconds",6123
274,"nb_call_seconds",10695
361,"nb_call_seconds",6098
474,"nb_call_seconds",11035
581,"nb_call_seconds",6900
831,"nb_call_seconds",6785
1925,"nb_call_seconds",6223
2131,"nb_call_seconds",7090
2261,"nb_call_seconds",6303
2825,"nb_call_seconds",5933
2966,"nb_call_seconds",7515
3081,"nb_call_seconds",7090
3131,"nb_call_seconds",7090
1325,"nb_call_seconds",5773
1485,"nb_call_seconds",6480
1525,"nb_call_seconds",6113
1931,"nb_call_seconds",7190
2174,"nb_call_seconds",10800
2325,"nb_call_seconds",6043
2366,"nb_call_seconds",7065
2566,"nb_call_seconds",7405
2761,"nb_call_seconds",6413
2831,"nb_call_seconds",6900
75,"nb_call_seconds",5878
374,"nb_call_seconds",10615
561,"nb_call_seconds",6033
811,"nb_call_seconds",5918
1331,"nb_call_seconds",6740
1531,"nb_call_seconds",7080
2111,"nb_call_seconds",6223
2225,"nb_call_seconds",6063
2274,"nb_call_seconds",10820
2331,"nb_call_seconds",7010
3061,"nb_call_seconds",6223
3111,"nb_call_seconds",6223
81,"nb_call_seconds",6845
175,"nb_call_seconds",5898
1385,"nb_call_seconds",6400
1425,"nb_call_seconds",5693
1585,"nb_call_seconds",6060
1911,"nb_call_seconds",6323
2231,"nb_call_seconds",7030
2466,"nb_call_seconds",6985
2774,"nb_call_seconds",10930
2811,"nb_call_seconds",6033
2960,"nb_call_seconds",5530
181,"nb_call_seconds",6865
574,"nb_call_seconds",10550
675,"nb_call_seconds",6008
824,"nb_call_seconds",10435
1311,"nb_call_seconds",5873
1431,"nb_call_seconds",6660
1511,"nb_call_seconds",6213
1985,"nb_call_seconds",5950
2124,"nb_call_seconds",10740
2311,"nb_call_seconds",6143
2360,"nb_call_seconds",5080
2560,"nb_call_seconds",5420
2956,"nb_call_seconds",4790
2986,"nb_call_seconds",4733
3074,"nb_call_seconds",10740
3124,"nb_call_seconds",10740
25,"nb_call_seconds",5818
61,"nb_call_seconds",5978
681,"nb_call_seconds",6975
975,"nb_call_seconds",5818
1025,"nb_call_seconds",5818
1625,"nb_call_seconds",5628
1875,"nb_call_seconds",5513
1924,"nb_call_seconds",10840
2211,"nb_call_seconds",6163
2356,"nb_call_seconds",4340
2386,"nb_call_seconds",4283
2556,"nb_call_seconds",4680
2586,"nb_call_seconds",4623
2666,"nb_call_seconds",6920
2725,"nb_call_seconds",6008
2824,"nb_call_seconds",10550
2875,"nb_call_seconds",6123
2916,"nb_call_seconds",6805
31,"nb_call_seconds",6785
161,"nb_call_seconds",5998
725,"nb_call_seconds",5628
866,"nb_call_seconds",7210
981,"nb_call_seconds",6785
1031,"nb_call_seconds",6785
1324,"nb_call_seconds",10390
1411,"nb_call_seconds",5793
1524,"nb_call_seconds",10730
1631,"nb_call_seconds",6595
1881,"nb_call_seconds",6480
2324,"nb_call_seconds",10660
2460,"nb_call_seconds",5000
2731,"nb_call_seconds",6975
2881,"nb_call_seconds",7090
74,"nb_call_seconds",10495
225,"nb_call_seconds",5738
266,"nb_call_seconds",6760
466,"nb_call_seconds",7100
661,"nb_call_seconds",6108
731,"nb_call_seconds",6595
2224,"nb_call_seconds",10680
2456,"nb_call_seconds",4260
2486,"nb_call_seconds",4203
2525,"nb_call_seconds",5943
11,"nb_call_seconds",5918
125,"nb_call_seconds",5758
174,"nb_call_seconds",10515
231,"nb_call_seconds",6705
961,"nb_call_seconds",5918
1011,"nb_call_seconds",5918
1125,"nb_call_seconds",5573
1424,"nb_call_seconds",10310
1611,"nb_call_seconds",5728
1861,"nb_call_seconds",5613
2166,"nb_call_seconds",6865
2531,"nb_call_seconds",6910
2660,"nb_call_seconds",4935
2711,"nb_call_seconds",6108
2861,"nb_call_seconds",6223
2910,"nb_call_seconds",4820
131,"nb_call_seconds",6725
366,"nb_call_seconds",6680
674,"nb_call_seconds",10625
711,"nb_call_seconds",5728
860,"nb_call_seconds",5225
1131,"nb_call_seconds",6540
1225,"nb_call_seconds",5593
2266,"nb_call_seconds",6885
2425,"nb_call_seconds",5863
2625,"nb_call_seconds",5523
2656,"nb_call_seconds",4195
2686,"nb_call_seconds",4138
2906,"nb_call_seconds",4080
2936,"nb_call_seconds",4023
24,"nb_call_seconds",10435
211,"nb_call_seconds",5838
260,"nb_call_seconds",4775
460,"nb_call_seconds",5115
856,"nb_call_seconds",4485
886,"nb_call_seconds",4428
974,"nb_call_seconds",10435
1024,"nb_call_seconds",10435
1231,"nb_call_seconds",6560
1624,"nb_call_seconds",10245
1725,"nb_call_seconds",5703
1874,"nb_call_seconds",10130
2431,"nb_call_seconds",6830
2511,"nb_call_seconds",6043
2631,"nb_call_seconds",6490
2724,"nb_call_seconds",10625
2766,"nb_call_seconds",6995
2874,"nb_call_seconds",10740
3025,"nb_call_seconds",5413
111,"nb_call_seconds",5858
256,"nb_call_seconds",4035
286,"nb_call_seconds",3978
456,"nb_call_seconds",4375
486,"nb_call_seconds",4318
566,"nb_call_seconds",6615
625,"nb_call_seconds",5703
724,"nb_call_seconds",10245
775,"nb_call_seconds",5818
816,"nb_call_seconds",6500
1075,"nb_call_seconds",5513
1111,"nb_call_seconds",5673
1731,"nb_call_seconds",6670
2025,"nb_call_seconds",5513
2075,"nb_call_seconds",5513
2116,"nb_call_seconds",6805
2160,"nb_call_seconds",4880
2972,"nb_call_seconds",7733
3031,"nb_call_seconds",6380
3066,"nb_call_seconds",6805
3116,"nb_call_seconds",6805
224,"nb_call_seconds",10355
360,"nb_call_seconds",4695
631,"nb_call_seconds",6670
781,"nb_call_seconds",6785
1081,"nb_call_seconds",6480
1211,"nb_call_seconds",5693
1775,"nb_call_seconds",5323
1916,"nb_call_seconds",6905
2031,"nb_call_seconds",6480
2081,"nb_call_seconds",6480
2156,"nb_call_seconds",4140
2186,"nb_call_seconds",4083
2260,"nb_call_seconds",4900
2372,"nb_call_seconds",7283
2411,"nb_call_seconds",5963
2524,"nb_call_seconds",10560
2572,"nb_call_seconds",7623
2611,"nb_call_seconds",5623
2816,"nb_call_seconds",6615
124,"nb_call_seconds",10375
356,"nb_call_seconds",3955
386,"nb_call_seconds",3898
425,"nb_call_seconds",5638
1124,"nb_call_seconds",10190
1275,"nb_call_seconds",5433
1316,"nb_call_seconds",6455
1516,"nb_call_seconds",6795
1711,"nb_call_seconds",5803
1781,"nb_call_seconds",6290
2256,"nb_call_seconds",4160
2286,"nb_call_seconds",4103
2316,"nb_call_seconds",6725
2760,"nb_call_seconds",5010
3011,"nb_call_seconds",5513
66,"nb_call_seconds",6560
431,"nb_call_seconds",6605
560,"nb_call_seconds",4630
611,"nb_call_seconds",5803
761,"nb_call_seconds",5918
810,"nb_call_seconds",4515
1061,"nb_call_seconds",5613
1175,"nb_call_seconds",5453
1224,"nb_call_seconds",10210
